month,ratio_quantity.03F,ratio_quantity.03H,ratio_quantity.03K,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05Q,ratio_quantity.05V,ratio_quantity.05W
1546300800,0.02032728347738279,0.0,0.0,0.0267546595576334,0.0,0.1211308648895223,0.09141573055357523,0.0,0.0,0.0,0.0,0.10362968843956703,0.3282506120033358,0.0
1548979200,0.0,0.0,0.0,0.0,0.0,0.12100957387902855,0.09138627847821014,0.0,0.03808546126344447,0.0,0.0,0.25172210302947795,0.0,0.0
1551398400,0.0,0.0,0.0,0.0,0.023490263421324795,0.1210077750039425,0.09124875408001268,0.0,0.03809222578643158,0.09610954019306041,0.0,0.07160928494997092,0.29145620900992825,0.0
1554076800,0.0,0.0,0.0,0.033444553144961746,0.0,0.12093817372970819,0.18241567220969893,0.0,0.0,0.11812083289880772,0.0,0.07153336239914865,0.0,0.0
1556668800,0.07674153573432214,0.0,0.0,0.044786742795498054,0.02347166744527404,0.12080619804869644,0.06511250423015906,0.0,0.6826617297959063,0.0,0.0,0.07143438591889689,0.0,0.0
1559347200,0.0,0.0,0.0,0.0,0.0,0.12080381774825312,0.0,0.0,0.0,0.0,0.0,0.16855700551379382,0.34803702363239103,0.0
1561939200,0.0,0.0,0.0,0.0,0.0,0.12074980711021424,0.0,0.0,0.0,0.0,0.0,0.17959616553659108,0.0,0.0
1564617600,0.08216860634853229,0.0,0.0,0.0,0.03758666692499524,0.12040226224369781,0.0,0.0,0.0,0.11738365701722243,0.0,0.10794386063238522,0.0,0.0
1567296000,0.0,0.0,0.033800284897138884,0.0,0.0,0.0,0.0,0.0,0.0,0.09614992611415708,0.0,0.0,0.0,0.0
1569888000,0.016868537617238104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1576175713092172,0.0,0.0,0.0,0.0
1572566400,0.0,0.0,0.0,0.0,0.01496863047246911,0.0,0.0,0.0,0.0,0.0,0.0,0.09827581539495543,0.0,0.0
1575158400,0.0,0.0,0.0,0.0,0.023346372444256417,0.0,0.0,0.0,0.04041441347753744,0.0,0.0,0.0,0.0,0.0
1577836800,0.0,0.0,0.03381042460608534,0.0,0.0,0.0,0.0,0.0,0.040415555869095454,0.058602753134671996,0.0,0.151990471839718,0.0,0.0
1580515200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040429804317336886,0.03749960423707231,0.0,0.0,0.0,0.0
1583020800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17516643750859348,0.0,0.0,0.0,0.057297212451813684
1585699200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08068560794228644,0.116840173483906,0.0,0.0,0.0,0.057320217989168025
1588291200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040368784643124794,0.0,0.0,0.0,0.0,0.05735211286629883
1590969600,0.0,0.0,0.0,0.0,0.014954936123984103,0.0,0.0,0.0,0.040336936121599665,0.0,0.0,0.0,0.0,0.05733332207511481
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732284634582068
1596240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05740307785867525
1598918400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05735616216106592
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.029801791385021738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.0,0.0,0.014908368474486285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612137600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05259893753035273,0.0,0.0,0.0,0.0,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.014912389152994853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.014881698646892438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625097600,0.0,0.0,0.0,0.0,0.014901512193923383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627776000,0.0,0.0,0.0,0.0,0.014924755743043873,0.0,0.0,0.052645228292719115,0.0,0.0,0.0,0.0,0.10817406538194561,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633046400,0.010109529205051149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.01486098710857541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643673600,0.0,0.0,0.0,0.0,0.014853425492986379,0.0,0.0,0.05475539932880155,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10919000973681249,0.0,0.0,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.01484855550253763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656633600,0.0,0.0,0.0,0.0,0.03587536208934768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659312000,0.0,0.0,0.0,0.0,0.014945601390156334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661990400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667260800,0.0,0.0,0.0,0.0,0.04461122719874354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672531200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
