month,ratio_quantity.97R,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1633046400,0.1485350728440753,0.0,0.0,0.0,0.0,0.03612044103058494,0.5949542125157251,0.0,0.1239633564318387,0.0,0.0,0.2176865945506277,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.03599960400435594,0.1875504759571772,0.17461557290278126,0.0,0.0,0.0,0.3075222129884202,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.09574425342136103,0.05729269117138727,0.0,0.0,0.0,0.0,0.16342164060006378,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.1926676325623645,0.16784908078786065,0.17426604044994867,0.0,0.0,0.15669273859733884,0.3052508598807706,0.0
1643673600,0.0,0.0,0.0,0.0,0.0,0.13103254925100852,0.24414085783086564,0.0,0.12348133394415434,0.0,0.0,0.08123052643183305,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.2615438047660414,0.057144217719469516,0.0,0.0,0.0,0.0,0.22276732712116232,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.12035239520336372,0.2700004753529496,0.17378931304343104,0.0,0.0,0.0,0.10104057356403306,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.165928103183576,0.026591425594816958,0.0,0.0984819014885539,0.0,0.0,0.2307783287610376,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.1555083771686657,0.4590353618460049,0.0,0.0,0.0,0.0,0.13107188716871046,0.0
1656633600,0.0,0.0,0.0,0.0,0.0,0.22450819201696126,0.11367113236340283,0.0,0.0,0.0,0.0,0.25146035601757205,0.0
1659312000,0.0,0.0,0.0,0.0,0.0,0.12983520203284835,0.07949712390762437,0.25078816372751705,0.12255878225593951,0.0,0.0,0.17061408885266327,0.0
1661990400,0.0,0.0,0.44433582901957297,0.0,0.0,0.035361021293649306,0.0831776902311584,0.1732275304946186,0.12229094973597385,0.0,0.0,0.3121722102293678,0.0
1664582400,0.2667438820009302,0.0,0.0,0.0,0.0,0.06051154951168448,0.2142118273114445,0.0,0.0,0.0,0.0,0.09005892426759227,0.0
1667260800,0.0,0.0,0.0,0.0,0.0,0.2229472197601641,0.26583272569338817,0.19592975224142858,0.0,0.029356419221409042,0.0,0.31394547955883895,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.2441037859076042,0.2393227912890244,0.0,0.12164843359394487,0.058648171379340475,0.0,0.03970859563460719,0.0
1672531200,0.0,0.0,0.0,0.0,0.0,0.24876805551033754,0.08221893969334203,0.17235555411925935,0.0,0.0,0.32878363753430545,0.24770913285879353,0.0
