month,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06N,ratio_quantity.06Q,ratio_quantity.06T,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07K,ratio_quantity.09D,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.11J,ratio_quantity.11M,ratio_quantity.11N
1640995200,0.16221573719752846,0.0,0.0,0.0,0.0,0.0,0.0,0.38193449823355297,0.0,0.0,0.0,0.10256360164297124,0.0,0.0
1643673600,0.0,0.0,0.0,0.0,0.15330285526567938,0.0,0.0,0.38162840841872264,0.0,0.0,0.0,0.2245087954981106,0.08308272517273049,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3813097226353077,0.0,0.1259047832486204,0.0,0.06831451024595661,0.0,0.0
1648771200,0.0,0.0,0.17917026251429635,0.0,0.0,0.0,0.0,0.3811977997263,0.0,0.07045921795300876,0.0,0.06828843571924183,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.15299167014995915,0.0,0.0,0.3808725790786693,0.0,0.0,0.0,0.13655805424281003,0.0,0.0
1654041600,0.16202045994368167,0.0,0.17891221374045801,0.0,0.1528897528373335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656633600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37989013577273445,0.0,0.0,0.0,0.0,0.14775239063368048,0.0
1659312000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3792864105471965,0.0,0.0,0.0,0.13637066520879937,0.0,0.0
1661990400,0.0,0.0,0.1780748329806462,0.0,0.3053476737687264,0.0,0.0,0.37877209661718636,0.0,0.012538398846467307,0.0,0.0340755308480913,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.6104756531953222,0.0,0.0,0.3784051735555329,0.0,0.0,0.0,0.03400885444817598,0.0,0.0
1667260800,0.0,0.0,0.17787079761712427,0.0,0.0,0.0,0.0,0.0,0.0,0.12427315737082738,0.0,0.0679620723092177,0.0,0.0
1669852800,0.0,0.0,0.0,0.0,0.15175082514511173,0.0,0.0,0.0,0.0,0.0,0.0,0.03395593974275951,0.0,0.0
1672531200,0.0,0.0,0.0,0.0,0.6061934568993745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
