month,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1541030400,0.0,0.0,0.0,0.0,0.0,0.01777121089222903,0.22837071640702147,0.06390062175304964,0.0,0.03180041213334125,0.23823508121525555,0.08275071876425594,0.0
1543622400,0.1453373318401652,0.0,0.0,0.0,0.0,0.0,0.15733974795382671,0.27050925920018576,0.0,0.031761996770863665,0.05483563475445972,0.0,0.0
1546300800,0.0,0.0,0.08099389032117052,0.0,0.0670221072420738,0.0,0.15725719262645219,0.1275193032345271,0.0,0.031756197089544566,0.05482866954578103,0.14594695779911993,0.0
1548979200,0.1450516034030143,0.0,0.0,0.0,0.0,0.0,0.11474833124219598,0.07126749235147088,0.0,0.031718173456117923,0.09131336005771004,0.0,0.0
1551398400,0.0,0.0,0.19236500904234277,0.0,0.0,0.0,0.15680716488122604,0.0,0.0,0.03170074496750673,0.0,0.05277596287105461,0.0
1554076800,0.0,0.0,0.11855301305446504,0.20967828362016544,0.0,0.0,0.15962469122912526,0.07108610685511257,0.0,0.08444154059368743,0.0,0.0,0.0
1556668800,0.0,0.0,0.4142776654624996,0.06986525321496609,0.0,0.0,0.10022681327844915,0.0,0.0,0.0632861324262321,0.0,0.029499426341512744,0.0
1559347200,0.14455679145875874,0.1564286708725122,0.05908999051014751,0.0,0.0,0.0,0.18418971540686907,0.0,0.0,0.03160882602712879,0.0,0.052632132969820736,0.0
1561939200,0.0,0.0,0.11801916631260916,0.0,0.0,0.0,0.12793277132866673,0.1265431942539266,0.0,0.0,0.0,0.09253942915791222,0.06042040517923715
1564617600,0.14425999773305714,0.0,0.0,0.0,0.0,0.0,0.055865503799602444,0.25274480862163096,0.0,0.0,0.1364929323959605,0.05254728204438352,0.0
1567296000,0.14409889301171838,0.0,0.0,0.0,0.0,0.0,0.21317586211705555,0.42386458535699256,0.0,0.0,0.0,0.029390894700821665,0.0
1569888000,0.0,0.0,0.05876801092614862,0.0,0.0,0.0,0.11342431488977697,0.4238822313867132,0.0,0.0,0.22730413657159898,0.029372950449930657,0.1201232945495256
1572566400,0.14391188480881562,0.0,0.11733453483897009,0.0,0.0,0.0,0.1132237380519161,0.4234799464600355,0.0,0.05522268547919487,0.0,0.029320384892881114,0.059812583251639295
1575158400,0.0,0.0,0.05857088218877046,0.0,0.0,0.0,0.013881362931704187,0.0,0.0,0.2009165124224701,0.09077128359672137,0.029277341115529425,0.0
1577836800,0.1437380886684334,0.0,0.017555676364617346,0.0,0.0,0.0,0.12485204784607919,0.0,0.0,0.5515782944574708,0.0,0.0,0.0
1580515200,0.0897356515897953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17465233270021857,0.02718467364346213,0.02919522324440259,0.017838911065298158
1583020800,0.2869344892694188,0.0,0.0992083755212087,0.0,0.0,0.0,0.12450869708071569,0.1255461256465625,0.0,0.22858532180916968,0.09054969095390479,0.029179402259944705,0.0
1585699200,0.5736096048879732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765400130535763,0.0,0.029160470066777484,0.0
1588291200,0.43046018243312495,0.39149705678105534,0.05836508880540084,0.0,0.0,0.0,0.0,0.07029788729742284,0.0,0.10391245998720837,0.18116992289408088,0.0,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.10069504756582313,0.0,0.07032278156739435,0.0,0.12468238461294685,0.18113005228318957,0.029164114806621105,0.0
1593561600,0.28686724321859924,0.0,0.10738443042481047,0.0,0.0,0.07048209754722301,0.0,0.07032905205228965,0.0,0.21386365984050545,0.0905260013307322,0.0,0.0
1596240000,0.43003651470763293,0.0,0.03268519372397589,0.0,0.0,0.03523218006663914,0.027714416792165127,0.0702894166731517,0.0,0.3673052659539145,0.1809432390106385,0.0,0.0
1598918400,0.14327875521464303,0.0,0.0,0.0,0.0,0.0,0.0,0.07029206352394196,0.0,0.08711153698973642,0.0,0.0,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701966383331307,0.0,0.4228965302790805,0.19871180555869186,0.0,0.0
1604188800,0.14316904685207055,0.0,0.0,0.0,0.0,0.12564629312023723,0.0,0.07017350398861187,0.0,0.12428902791997659,0.0,0.0,0.0
1606780800,0.27069439496610587,0.0,0.0,0.0,0.0,0.0,0.006944730363402862,0.07012947654607317,0.0,0.015526069823841212,0.0902275448453455,0.0,0.0
1609459200,0.586769121657648,0.0,0.0,0.0,0.0,0.25100275601026106,0.006943993222662613,0.07007997877577783,0.0,0.37256474606090406,0.22721575939654376,0.0,0.0
1612137600,0.0,0.0,0.0,0.3932017726461093,0.0,0.065236154880668,0.0,0.0,0.0,0.1986678904056859,0.0,0.0,0.0
1614556800,0.14263282363324004,0.0,0.0,0.0,0.0,0.0,0.11810335929622312,0.0,0.20042016656347414,0.0899791651691686,0.0900423919581339,0.0,0.0
1617235200,0.14239218877135879,0.0,0.0,0.0,0.0,0.0,0.056472714266890066,0.0,0.20051417563609547,0.33451342235107184,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.5581682854315771,0.10961150394656224,0.0,0.0,0.0,0.20060539843456146,0.0,0.0,0.0,0.058779168427592544
1622505600,0.14210258537891274,0.0,0.0,0.29058839537549325,0.10945505611213455,0.0,0.0069158274639364295,0.0,0.20069454648408241,0.0,0.29241838073770166,0.0,0.0
1625097600,0.25324822504650263,0.0,0.0,0.9441218055293299,0.0,0.0,0.2275056273172212,0.0,0.2006801624075886,0.36997717446376444,0.0,0.0,0.0
1627776000,0.14165667481192548,0.0,0.0,0.48284186928780815,0.10909479683275987,0.0,0.0,0.0,0.15078137060265873,0.24642364845613002,0.08943743851176104,0.0,0.0
1630454400,0.41922897225764894,0.0,0.0,0.2894907948819866,0.0,0.0,0.006874185224920885,0.0,0.3016488340733903,0.051274583599106575,0.0,0.0,0.0
1633046400,0.0,0.0,0.0,0.3857918377469758,0.0,0.0,0.034334696584286284,0.0,0.1005068416442919,0.2714997028871176,0.026772280337901886,0.0,0.0
1635724800,0.3530392264406208,0.0,0.19520742531863527,0.3857378039120244,0.10884590684967292,0.0,0.006857168606510686,0.12375150203385593,0.2502882784635875,0.12277131693722396,0.0,0.0,0.0
1638316800,0.11334427315466081,0.0,0.0,0.3853423124208672,0.0,0.0,0.0342315027629713,0.0,0.04993125536092275,0.12264214096385488,0.0,0.0,0.0
1640995200,0.3521272889845781,0.0,0.0,0.3851435462092016,0.10853450203285123,0.0,0.006839263626255738,0.0493975963129634,0.0,0.0510499702633923,0.08906020113355825,0.0,0.0
1643673600,0.0,0.18504697108949494,0.05787981603479274,0.2887934393465016,0.18221574344023325,0.0,0.027318272509524816,0.0,0.0,0.1224052009969903,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.2886201209455745,0.18216773093826133,0.0,0.006826154900082155,0.0,0.0,0.17325670630848045,0.19924677602705493,0.0,0.057229224217805255
1648771200,0.42155130881644465,0.0,0.0,0.5497047627336817,0.1820694139640738,0.0,0.0,0.0,0.1997431873305749,0.12215953628240037,0.26679235550970687,0.0,0.0
1651363200,0.21067019455643257,0.0,0.0,0.22431686359245748,0.0,0.0,0.006817983698200976,0.0,0.3995897069972795,0.24411132290028653,0.8213128917680272,0.0,0.0
1654041600,0.14027142520777708,0.0,0.0,0.22399590407489692,0.0,0.0,0.15279597163639613,0.0,0.1996730354045251,0.1219081675932534,0.35508873223557663,0.0,0.017124704955604208
1656633600,0.21015157182117605,0.0,0.04843852084903505,0.0,0.0,0.0,0.09727768401289895,0.0,0.1998130320914002,0.05073790674677168,0.0,0.0,0.12202597328543524
1659312000,0.20985677275259634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356648649420568,0.24340622673695697,0.3543221993487557,0.0,0.0
1661990400,0.3492565201826612,0.3064950907148844,0.10593598472679458,0.0,0.0,0.0,0.013596457151736461,0.0,0.3998521974912845,0.12156681388070142,0.0,0.0,0.0
1664582400,0.34897967068782654,0.0,0.0,0.0,0.0,0.0,0.006792100592950376,0.0,0.39910486480322704,0.17205607003694146,0.03714296326560933,0.0,0.0
1667260800,0.0,0.0,0.365443942565543,0.0,0.0,0.0,0.0067788698752349,0.0,0.0,0.171832247252453,0.0,0.0,0.0
1669852800,0.437738533302327,0.0,0.11479263857767336,0.0,0.0,0.0,0.006767365058740724,0.0,0.39750847367393644,0.2725036270737402,0.0,0.0,0.0
1672531200,0.0,0.0,0.2501042579102642,0.0,0.0,0.0,0.006764977902682894,0.0,0.1987690516586567,0.17142868667474734,0.0,0.0,0.0
