month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01G,ratio_quantity.01H
1606780800,0.0,0.0,0.0,0.0,0.0,0.17694976522557937,0.0,0.300237509315405,0.0,0.28723398798746436,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.0,0.0,0.0,0.17677102470375067,0.0,0.30016830865878363,0.0,0.2870668686387135,0.0,0.0,0.14605190406476357,0.0
1612137600,0.0,0.0,0.0,0.0,0.0,0.17678274347876874,0.0,0.29990467315746067,0.0,0.28684997746178753,0.0,0.0,0.14585207127304547,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.17668736432934523,0.0,0.0,0.19177220530365208,0.2865820737795314,0.0,0.6286836935166994,0.14559169156746787,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.35311513760455515,0.0,0.5989240756783352,0.19158335983569816,0.28630442340334156,0.0,0.627436506654979,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.1764635445223825,0.0,0.29920923274203876,0.0,0.285984950042004,0.0,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.0,0.1762979939806828,0.0,0.299015917258024,0.0,0.28567420387445625,0.0,0.0,0.0,0.0
1625097600,0.0,0.0,0.0,0.0,0.0,0.17613441572125468,0.0,0.29883560839728057,0.0,0.28526237771285795,0.0,0.0,0.0,0.0
1627776000,0.0,0.0,0.0,0.0,0.0,0.17600045257259234,0.0,0.29865551686070385,0.0,0.5695948248241628,0.0,0.0,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.17572872505671955,0.0,0.29855202268995373,0.0,0.0,0.0,0.0,0.0,0.0
1633046400,0.0,0.0,0.0,0.9299853859439352,0.0,0.3514905395693612,0.0,0.2983643241515264,0.0,0.28420120430260315,0.0,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.17566037321555722,0.0,0.2982880397149219,0.0,0.2840865855328906,0.0,0.0,0.0,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.17553373225463664,0.0,0.2982149703915136,0.0,0.5677641750944162,0.0,0.0,0.0,0.3407383068956914
1640995200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29814669882391776,0.0,0.5672408291845407,0.0,0.0,0.0,0.340408977071024
1643673600,0.0,0.0,0.0,0.0,0.0,0.17522944104937402,0.0,0.2979753638225982,0.0,0.0,0.0,0.0,0.0,0.34031174987086377
1646092800,0.0,0.0,0.0,0.0,0.0,0.1751220381703499,0.0,0.2980974991749086,0.0,0.28325459529999697,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.34965253279553443,0.0,0.5959856112045294,0.0,0.2829869270146395,0.0,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.17473026016087664,0.0,0.29769340768580593,0.0,0.5658709106984967,0.0,0.0,0.0,0.0
1654041600,0.12588418654837547,0.0,0.0,0.0,0.0,0.1745135434975007,0.0,0.29721625136002966,0.0,0.2825913627968471,0.0,0.0,0.0,0.0
1656633600,0.29946575309647594,0.0,0.0,0.0,0.0,0.4857482703002298,0.0,0.29690896559037167,0.0,0.2822744261890179,0.0,0.0,0.0,0.0
1659312000,0.0,0.0,0.0,0.0,0.0,0.17420410499530276,0.0,0.29667773910371537,0.0,0.28204056347675444,0.0,0.0,0.0,0.33905591092516846
1661990400,0.0,0.0,0.0,0.0,0.0,0.1740395194022986,0.0,0.2961756321498648,0.0,0.784690487388364,0.0,0.0,0.0,0.33850766478069527
1664582400,0.0,0.0,0.0,0.0,0.0,0.3478347288131382,0.0,0.5922165820642978,0.0,0.2813801697325381,0.0,0.4477678771324945,0.0,0.0
1667260800,0.0,0.0,0.0,0.0,0.0,0.17356806347632037,0.0,0.29603785055374937,0.0,0.28118590153974377,0.0,0.8918975566466436,0.0,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.1733542183891679,0.0,0.295845484130003,0.0,0.28101446220857285,0.0,0.890670229347584,0.0,0.0
1672531200,0.0,0.0,0.0,0.0,0.0,0.17328609224390015,0.0,0.0,0.0,0.2809066261358533,0.0,0.8894264977942222,0.0,0.0
